"","loser_name","match_dat","winner_name","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_hand","winner_ht","winner_ioc","winner_age","winner_rank","winner_rank_points","loser_id","loser_hand","loser_ht","loser_ioc","loser_age","loser_rank","loser_rank_points","score","best_of","round","minutes","w_ace","w_df","W_First Service % ","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","L_First Service % ","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","seq","sentiment_mean.winner","sentiment_twitter.winner","sentiment_instagram.winner","sentiment_mean.loser","sentiment_twitter.loser","sentiment_instagram.loser"
"325","Janko Tipsarevic",2017-06-14,"Marin Cilic","2017-M010","'S-Hertogenbosch","Grass",32,"A",2017-06-11,293,105227,"R",198,"CRO",28.7036276523,7,4115,104386,"R",180,"SRB",32.9719370294,61,830,"6-7(6) 6-2 6-4",3,"R16",117,17,2,0.6375,80,51,43,21,15,0,0,7,1,0.666666666666667,93,62,44,17,15,4,7,20,NA,NA,NA,NA,NA,NA
"326","Jared Donaldson",2017-01-02,"Kei Nishikori","2017-M020","Brisbane","Hard",32,"A",2017-01-01,288,105453,"R",178,"JPN",27.0116358658,5,4905,111577,"R",NA,"USA",20.2327173169,105,570,"4-6 6-4 6-3",3,"R16",143,3,3,0.616822429906542,107,66,47,18,15,4,8,6,4,0.568421052631579,95,54,32,20,14,8,13,15,NA,NA,NA,NA,NA,NA
"327","Jared Donaldson",2017-05-10,"Dominic Thiem","2017-M021","Madrid","Clay",64,"M",2017-05-07,282,106233,"R",185,"AUT",23.6769336071,9,3615,111577,"R",NA,"USA",20.5776865161,78,655,"6-3 6-4",3,"R32",74,6,1,0.842105263157895,57,48,37,3,10,2,3,3,5,0.480769230769231,52,25,18,12,9,2,5,37,NA,NA,NA,NA,NA,NA
"328","Jared Donaldson",2017-05-22,"Kevin Anderson","2017-0322","Geneva","Clay",32,"A",2017-05-21,287,104731,"R",203,"RSA",31.0116358658,62,800,111577,"R",NA,"USA",20.6160164271,72,723,"6-3 6-7(7) 6-2",3,"R16",154,15,2,0.643564356435644,101,65,51,21,15,3,3,10,2,0.571428571428571,126,72,47,27,14,8,11,14,NA,NA,NA,NA,NA,NA
"329","Jared Donaldson",2017-07-08,"Dominic Thiem","2017-540","Wimbledon","Grass",128,"G",2017-07-02,208,106233,"R",185,"AUT",23.8302532512,8,3895,111577,"R",NA,"USA",20.7310061602,67,730,"7-5 6-4 6-2",5,"R32",123,4,3,0.5625,96,54,42,25,0,7,8,4,3,0.459770114942529,87,40,29,24,0,4,9,109,NA,NA,NA,NA,NA,NA
"330","Jared Donaldson",2017-08-18,"John Isner","2017-M024","Cincinnati Masters","Hard",64,"M",2017-08-13,295,104545,"R",206,"USA",32.3011635866,19,2110,111577,"R",NA,"USA",20.8459958932,60,793,"7-6(4) 7-5",3,"QF",90,25,5,0.71830985915493,71,51,46,9,12,0,0,8,5,0.5,72,36,29,21,12,0,1,50,NA,NA,NA,NA,NA,NA
"331","Jared Donaldson",2017-10-11,"Rafael Nadal","2017-5014","Shanghai Masters","Hard",64,"M",2017-10-08,285,104745,"L",185,"ESP",31.3511293634,1,9875,111577,"R",NA,"USA",20.9993155373,56,883,"6-2 6-1",3,"R32",54,5,0,0.722222222222222,36,26,22,10,8,0,0,4,5,0.641025641025641,39,25,18,2,7,7,11,40,NA,NA,NA,NA,NA,NA
"332","Jared Donaldson",2018-03-02,"Kevin Anderson","2018-M004","Acapulco","Hard",32,"A",2018-02-25,299,104731,"R",203,"RSA",31.7782340862,8,2825,111577,"R",NA,"USA",21.3826146475,59,878,"6-3 4-6 6-3",3,"SF",141,18,3,0.654320987654321,81,53,40,15,14,4,6,4,6,0.452631578947368,95,43,29,27,14,6,10,30,0.2,0.4,0,NA,NA,NA
"333","Jaume Munar",2018-04-24,"Dominic Thiem","2018-0425","Barcelona","Clay",64,"A",2018-04-22,274,106233,"R",185,"AUT",24.6351813826,7,3755,144719,"U",NA,"ESP",20.9664613279,174,322,"7-6(8) 6-1",3,"R32",89,9,4,0.688524590163934,61,42,37,10,10,0,1,0,2,0.753424657534247,73,55,35,7,9,2,5,21,NA,NA,NA,NA,NA,NA
"334","Jaume Munar",2018-05-31,"Novak Djokovic","2018-520","Roland Garros","Clay",128,"G",2018-05-27,185,104925,"R",188,"SRB",31.0171115674,22,1665,144719,"U",NA,"ESP",21.0622861054,155,356,"7-6(1) 6-4 6-4",5,"R64",138,3,5,0.696969696969697,99,69,49,18,0,4,7,3,3,0.617021276595745,94,58,38,16,0,2,7,86,0.339285714285714,0.25,0.428571428571429,NA,NA,NA
"335","Jc Aragone",2017-08-29,"Kevin Anderson","2017-560","Us Open","Hard",128,"G",2017-08-27,144,104731,"R",203,"RSA",31.279945243,32,1360,111574,"R",NA,"USA",22.1683778234,534,60,"6-3 6-3 6-1",5,"R128",103,22,1,0.621621621621622,74,46,40,13,0,2,2,4,2,0.616279069767442,86,53,30,14,0,4,9,45,0.278787878787879,0.278787878787879,NA,NA,NA,NA
"336","Jeremy Chardy",2017-01-18,"Kei Nishikori","2017-580","Australian Open","Hard",128,"G",2017-01-15,171,105453,"R",178,"JPN",27.0499657769,5,5010,104871,"R",188,"FRA",29.9274469541,72,705,"6-3 6-4 6-3",5,"R64",126,2,0,0.693181818181818,88,61,41,15,14,6,9,5,5,0.574468085106383,94,54,32,16,14,11,18,72,0,0,NA,NA,NA,NA
"337","Jeremy Chardy",2017-03-07,"Dominic Thiem","2017-M006","Indian Wells Masters","Hard",128,"M",2017-03-05,254,106233,"R",185,"AUT",23.5044490075,9,3375,104871,"R",188,"FRA",30.0616016427,80,670,"6-2 6-4",3,"R64",74,6,3,0.607142857142857,56,34,24,13,9,5,6,4,3,0.622641509433962,53,33,22,8,9,1,5,49,NA,NA,NA,NA,NA,NA
"338","Jeremy Chardy",2017-04-19,"Marin Cilic","2017-0410","Monte Carlo","Clay",64,"M",2017-04-16,282,105227,"R",198,"CRO",28.5503080082,8,3385,104871,"R",188,"FRA",30.1765913758,71,710,"6-3 6-0",3,"R32",66,8,2,0.5625,48,27,25,7,8,1,2,1,3,0.51063829787234,47,24,13,7,7,5,10,37,NA,NA,NA,NA,NA,NA
"339","Jeremy Chardy",2017-05-31,"Kei Nishikori","2017-520","Roland Garros","Clay",128,"G",2017-05-28,171,105453,"R",178,"JPN",27.4140999316,9,3650,104871,"R",188,"FRA",30.2915811088,74,705,"6-3 6-0 7-6(5)",5,"R64",117,5,5,0.588235294117647,85,50,42,15,0,6,9,6,5,0.654761904761905,84,55,30,14,0,2,9,72,NA,NA,NA,NA,NA,NA
"340","Jeremy Chardy",2018-03-08,"Roger Federer","2018-M006","Indian Wells Masters","Hard",128,"M",2018-03-04,293,103819,"R",185,"SUI",36.5722108145,1,10060,104871,"R",188,"FRA",31.0581793292,100,580,"7-5 6-4",3,"R16",82,2,0,0.510204081632653,49,25,25,19,11,0,0,4,4,0.666666666666667,78,52,37,10,11,3,5,88,NA,NA,NA,NA,NA,NA
"341","Jeremy Chardy",2018-06-22,"Novak Djokovic","2018-0311","London","Grass",32,"A",2018-06-17,298,104925,"R",188,"SRB",31.0746064339,22,1665,104871,"R",188,"FRA",31.3456536619,61,910,"7-6(5) 6-4",3,"SF",92,4,0,0.677966101694915,59,40,33,16,11,0,0,5,2,0.693333333333333,75,52,40,10,11,2,3,29,NA,NA,NA,NA,NA,NA
"342","Jeremy Chardy",2018-08-15,"Kevin Anderson","2018-M024","Cincinnati Masters","Hard",64,"M",2018-08-12,277,104731,"R",203,"RSA",32.2381930185,6,4535,104871,"R",188,"FRA",31.498973306,46,1015,"7-6(6) 6-2",3,"R32",92,7,2,0.596774193548387,62,37,35,12,10,1,1,5,3,0.5,66,33,25,18,10,2,4,32,0.389705882352941,0.529411764705882,0.25,NA,NA,NA
"343","Jeremy Chardy",2018-08-29,"Kevin Anderson","2018-560","Us Open","Hard",128,"G",2018-08-26,171,104731,"R",203,"RSA",32.2765229295,5,4615,104871,"R",188,"FRA",31.537303217,46,1040,"6-2 6-4 6-4",5,"R64",117,18,5,0.593023255813954,86,51,43,18,14,0,0,9,3,0.546666666666667,75,41,29,22,14,5,9,72,NA,NA,NA,NA,NA,NA
"344","Jerzy Janowicz",2017-01-16,"Marin Cilic","2017-580","Australian Open","Hard",128,"G",2017-01-15,131,105227,"R",198,"CRO",28.3011635866,7,3605,105668,"R",203,"POL",26.1765913758,273,186,"4-6 4-6 6-2 6-2 6-3",5,"R128",184,26,8,0.577235772357724,123,71,60,30,23,2,4,18,7,0.682758620689655,145,99,63,26,22,6,12,32,NA,NA,NA,NA,NA,NA
"345","Jiri Vesely",2018-03-19,"John Isner","2018-M007","Miami Masters","Hard",128,"M",2018-03-18,241,104545,"R",206,"USA",32.8952772074,17,2170,106210,"L",NA,"CZE",24.6899383984,64,835,"7-6(3) 1-6 6-3",3,"R64",125,14,3,0.662790697674419,86,57,44,13,14,2,4,7,5,0.659090909090909,88,58,42,17,14,2,3,36,NA,NA,NA,NA,NA,NA
"346","Jiri Vesely",2018-07-09,"Rafael Nadal","2018-540","Wimbledon","Grass",128,"G",2018-07-01,219,104745,"L",185,"ESP",32.0793976728,1,8770,106210,"L",NA,"CZE",24.977412731,93,640,"6-3 6-3 6-4",5,"R16",113,9,1,0.684931506849315,73,50,39,17,14,0,1,8,2,0.630952380952381,84,53,31,17,14,3,8,120,NA,NA,NA,NA,NA,NA
"347","Joao Domingues",2017-05-01,"Kevin Anderson","2017-7290","Estoril","Clay",32,"A",2017-04-30,287,104731,"R",203,"RSA",30.9541409993,66,775,106249,"R",NA,"POR",23.5701574264,242,212,"5-7 6-3 7-5",3,"R16",145,11,3,0.673267326732673,101,68,50,21,17,7,9,0,1,0.675925925925926,108,73,47,17,16,6,9,14,0.52046783625731,0.52046783625731,NA,NA,NA,NA
"348","Joao Sousa",2017-02-15,"Kei Nishikori","2017-0506","Buenos Aires","Clay",32,"A",2017-02-12,297,105453,"R",178,"JPN",27.1266255989,5,4625,105311,"R",185,"POR",27.8767967146,41,1055,"6-1 6-4",3,"QF",72,1,2,0.673469387755102,49,33,25,10,8,3,3,3,1,0.690909090909091,55,38,21,8,9,2,6,24,0.5,NA,0.5,NA,NA,NA
"349","Joao Sousa",2017-06-01,"Novak Djokovic","2017-520","Roland Garros","Clay",128,"G",2017-05-28,195,104925,"R",188,"SRB",30.0205338809,2,7445,105311,"R",185,"POR",28.1642710472,59,830,"6-1 6-4 6-3",5,"R64",127,2,1,0.579545454545455,88,51,41,18,0,4,5,2,2,0.55421686746988,83,46,28,15,0,8,14,96,0.2,NA,0.2,NA,NA,NA
"350","Joao Sousa",2018-01-17,"Marin Cilic","2018-580","Australian Open","Hard",128,"G",2018-01-14,208,105227,"R",198,"CRO",29.2977412731,6,3805,105311,"R",185,"POR",28.7967145791,70,720,"6-1 7-5 6-2",5,"R64",105,20,0,0.672131147540984,61,41,38,18,14,0,0,6,2,0.597701149425287,87,52,36,12,13,5,10,72,0.388888888888889,0.388888888888889,NA,NA,NA,NA
"351","Joao Sousa",2018-09-03,"Novak Djokovic","2018-560","Us Open","Hard",128,"G",2018-08-26,218,104925,"R",188,"SRB",31.266255989,6,4445,105311,"R",185,"POR",29.4099931554,68,816,"6-3 6-4 6-3",5,"R16",120,9,1,0.666666666666667,75,50,39,14,14,0,1,4,5,0.5375,80,43,30,15,14,1,6,119,0.253448275862069,0.206896551724138,0.3,NA,NA,NA
"352","John Isner",2017-01-11,"Steve Johnson","2017-0301","Auckland","Hard",32,"A",2017-01-08,294,105449,"R",188,"USA",27.0444900753,33,1320,104545,"R",206,"USA",31.7070499658,19,1850,"6-3 5-7 7-6(3)",3,"QF",134,12,2,0.638297872340426,94,60,51,22,17,1,2,19,4,0.742857142857143,105,78,59,15,16,9,10,21,NA,NA,NA,NA,NA,NA
"353","John Isner",2017-01-18,"Mischa Zverev","2017-580","Australian Open","Hard",128,"G",2017-01-15,166,104999,"L",190,"GER",29.4045174538,50,894,104545,"R",206,"USA",31.7262149213,19,1850,"6-7(4) 6-7(4) 6-4 7-6(7) 9-7",5,"R64",250,22,13,0.60377358490566,212,128,107,43,31,16,17,33,4,0.704433497536946,203,143,106,36,31,13,16,67,NA,NA,NA,-1,-1,NA
"354","John Isner",2017-02-15,"Donald Young","2017-0402","Memphis","Hard",32,"A",2017-02-12,294,105385,"L",183,"USA",27.5619438741,81,656,104545,"R",206,"USA",31.8028747433,23,1715,"7-6(5) 3-6 7-6(6)",3,"QF",146,3,6,0.634782608695652,115,73,61,20,16,8,9,19,1,0.724489795918367,98,71,61,18,17,0,0,21,NA,NA,NA,1.03333333333333,1.03333333333333,NA
"355","John Isner",2017-02-27,"Steve Johnson","2017-M004","Acapulco","Hard",32,"A",2017-02-26,277,105449,"R",188,"USA",27.1786447639,26,1370,104545,"R",206,"USA",31.8412046543,22,1760,"6-4 6-4",3,"R32",65,5,1,0.641509433962264,53,34,26,15,10,0,0,7,5,0.685185185185185,54,37,29,8,10,4,6,8,NA,NA,NA,NA,NA,NA
"356","John Isner",2017-03-08,"Gael Monfils","2017-M006","Indian Wells Masters","Hard",128,"M",2017-03-05,279,104792,"R",193,"FRA",30.5106091718,11,3280,104545,"R",206,"USA",31.8603696099,22,1760,"6-2 6-4",3,"R32",68,3,1,0.66,50,33,26,11,9,0,0,4,2,0.627118644067797,59,37,24,10,9,5,8,74,NA,NA,NA,0,0,NA
"357","John Isner",2017-03-22,"Alexander Zverev","2017-M007","Miami Masters","Hard",128,"M",2017-03-19,284,100644,"R",198,"GER",19.9151266256,20,1850,104545,"R",206,"USA",31.8986995209,23,1715,"6-7(5) 7-6(7) 7-6(5)",3,"R32",158,9,4,0.633928571428571,112,71,60,27,18,3,4,28,1,0.689655172413793,116,80,67,21,18,1,2,79,NA,NA,NA,NA,NA,NA
"358","John Isner",2017-04-06,"Nick Kyrgios","2017-M-DC-2017-WG-M-AUS-USA-01","Davis Cup WG QF: AUS vs USA","Hard",4,"D",2017-04-06,2,106401,"R",193,"AUS",21.9356605065,16,2425,104545,"R",206,"USA",31.9370294319,23,1750,"7-5 7-6(5) 7-6(5)",5,"RR",144,20,1,0.694444444444444,108,75,61,20,18,1,2,15,3,0.6171875,128,79,58,25,18,8,10,2,NA,NA,NA,NA,NA,NA
"359","John Isner",2017-04-12,"Ernesto Escobedo","2017-0717","Houston","Clay",32,"A",2017-04-09,294,124014,"R",NA,"USA",20.7665982204,91,597,104545,"R",206,"USA",31.9561943874,23,1660,"7-6(6) 6-7(6) 7-6(5)",3,"QF",182,10,3,0.56390977443609,133,75,57,40,18,7,8,35,4,0.651162790697674,129,84,65,26,18,7,8,21,NA,NA,NA,0,0,NA
"360","John Isner",2017-05-20,"Alexander Zverev","2017-M009","Rome","Clay",64,"M",2017-05-14,299,100644,"R",198,"GER",20.0684462697,17,2300,104545,"R",206,"USA",32.052019165,24,1705,"6-4 6-7(5) 6-1",3,"SF",117,12,3,0.719512195121951,82,59,52,13,15,3,3,8,0,0.786516853932584,89,70,48,10,14,2,5,54,NA,NA,NA,NA,NA,NA
"361","John Isner",2017-05-22,"Mischa Zverev","2017-0322","Geneva","Clay",32,"A",2017-05-21,288,104999,"L",190,"GER",29.749486653,33,1165,104545,"R",206,"USA",32.0711841205,22,2020,"6-4 6-7(5) 6-3",3,"R16",120,11,1,0.7,90,63,54,17,16,4,4,9,0,0.755102040816326,98,74,49,15,15,1,3,15,NA,NA,NA,0.8,0.8,NA
"362","John Isner",2017-06-02,"Karen Khachanov","2017-520","Roland Garros","Clay",128,"G",2017-05-28,197,111575,"R",NA,"RUS",21.0212183436,53,896,104545,"R",206,"USA",32.090349076,22,2020,"7-6(1) 6-3 6-7(5) 7-6(3)",5,"R32",180,8,8,0.482993197278912,147,71,64,47,0,4,4,14,2,0.659420289855073,138,91,71,27,0,5,6,98,NA,NA,NA,NA,NA,NA
"363","John Isner",2017-06-19,"Marin Cilic","2017-0311","London","Grass",32,"A",2017-06-18,281,105227,"R",198,"CRO",28.7227926078,7,4025,104545,"R",206,"USA",32.1478439425,21,1930,"7-5 6-3",3,"R32",61,10,3,0.652173913043478,46,30,30,10,10,0,0,14,1,0.716417910447761,67,48,34,7,11,0,3,12,0.473684210526316,NA,0.473684210526316,0.1,0.1,NA
"364","John Isner",2017-06-28,"Richard Gasquet","2017-M016","Eastbourne","Grass",32,"A",2017-06-25,295,104755,"R",185,"FRA",31.022587269,27,1515,104545,"R",206,"USA",32.167008898,21,1930,"6-3 6-2",3,"QF",54,4,0,0.659574468085106,47,31,24,10,8,0,0,5,0,0.705882352941177,51,36,21,6,9,3,7,22,NA,NA,NA,0,0,NA
"365","John Isner",2017-07-06,"Dudi Sela","2017-540","Wimbledon","Grass",128,"G",2017-07-02,185,104534,"R",175,"ISR",32.2464065708,90,615,104545,"R",206,"USA",32.1861738535,21,1930,"6-7(5) 7-6(5) 5-7 7-6(5) 6-3",5,"R64",231,5,2,0.654054054054054,185,121,93,44,0,12,14,45,5,0.696132596685083,181,126,103,28,0,3,5,86,NA,NA,NA,NA,NA,NA
"366","John Isner",2017-08-08,"Juan Martin Del Potro","2017-0421","Canada Masters","Hard",64,"M",2017-08-06,266,105223,"R",198,"ARG",28.8706365503,31,1325,104545,"R",206,"USA",32.2819986311,19,2145,"7-5 7-5",3,"R64",109,9,3,0.571428571428571,70,40,34,16,12,0,0,24,4,0.625,80,50,38,13,12,5,7,22,NA,NA,NA,NA,NA,NA
"367","John Isner",2017-08-19,"Grigor Dimitrov","2017-M024","Cincinnati Masters","Hard",64,"M",2017-08-13,298,105777,"R",188,"BUL",26.2477754962,11,3070,104545,"R",206,"USA",32.3011635866,19,2110,"7-6(4) 7-6(10)",3,"SF",123,10,1,0.655555555555556,90,59,49,19,12,2,2,14,0,0.726190476190476,84,61,46,16,12,1,1,53,NA,NA,NA,NA,NA,NA
"368","John Isner",2017-08-23,"Borna Coric","2017-6242","Winston-Salem","Hard",64,"A",2017-08-20,291,106432,"R",NA,"CRO",20.7665982204,62,751,104545,"R",206,"USA",32.3203285421,14,2425,"7-5 6-2",3,"R16",77,2,1,0.622641509433962,53,33,26,15,10,1,1,5,2,0.655172413793103,58,38,27,8,10,2,5,38,NA,NA,NA,3.5,3.5,NA
"369","John Isner",2017-09-02,"Mischa Zverev","2017-560","Us Open","Hard",128,"G",2017-08-27,205,104999,"L",190,"GER",30.0177960301,27,1484,104545,"R",206,"USA",32.3394934976,15,2425,"6-4 6-3 7-6(5)",5,"R32",127,4,1,0.627659574468085,94,59,46,24,0,3,3,11,7,0.663366336633663,101,67,51,13,0,2,5,106,NA,NA,NA,NA,NA,NA
"370","John Isner",2017-10-05,"Rafael Nadal","2017-M015","Beijing","Hard",32,"A",2017-10-01,297,104745,"L",185,"ESP",31.3319644079,1,9465,104545,"R",206,"USA",32.4353182752,17,2425,"6-4 7-6(0)",3,"QF",103,5,0,0.588235294117647,68,40,29,23,11,3,3,22,2,0.794520547945205,73,58,40,6,11,3,4,28,NA,NA,NA,1.2,1.2,NA
"371","John Isner",2017-10-12,"Viktor Troicki","2017-5014","Shanghai Masters","Hard",64,"M",2017-10-08,289,104678,"R",193,"SRB",31.6605065024,54,895,104545,"R",206,"USA",32.4544832307,16,2470,"6-4 7-6(4)",3,"R16",67,15,0,0.8,55,44,43,6,11,0,0,9,2,0.716417910447761,67,48,34,12,11,2,3,44,NA,NA,NA,1,1,NA
"372","John Isner",2017-10-23,"Philipp Kohlschreiber","2017-0337","Vienna","Hard",32,"A",2017-10-22,278,104259,"R",178,"GER",34.0205338809,34,1295,104545,"R",206,"USA",32.4928131417,13,2550,"7-6(6) 6-4",3,"R32",107,3,2,0.643835616438356,73,47,36,13,11,3,5,22,6,0.704545454545455,88,62,46,6,11,9,12,9,NA,NA,NA,NA,NA,NA
"373","John Isner",2017-11-02,"Filip Krajinovic","2017-0352","Paris Masters","Hard",64,"M",2017-10-29,299,105936,"R",185,"SRB",25.6728268309,77,681,104545,"R",206,"USA",32.5119780972,14,2505,"6-4 6-7(2) 7-6(5)",3,"SF",148,12,2,0.663793103448276,116,77,61,23,17,5,5,31,2,0.804347826086957,92,74,63,12,17,0,1,46,NA,NA,NA,0.3,0.3,NA
"374","John Isner",2018-01-08,"Hyeon Chung","2018-0301","Auckland","Hard",32,"A",2018-01-07,288,111202,"R",NA,"KOR",21.6399726215,62,832,104545,"R",206,"USA",32.7036276523,16,2265,"7-6(3) 5-7 6-2",3,"R16",144,15,1,0.683673469387755,98,67,53,17,16,0,1,30,4,0.735042735042735,117,86,55,17,16,4,6,15,NA,NA,NA,-0.0333333333333333,-0.0333333333333333,NA
"375","John Isner",2018-01-14,"Matthew Ebden","2018-580","Australian Open","Hard",128,"G",2018-01-14,108,105051,"R",188,"AUS",30.1382614648,78,684,104545,"R",206,"USA",32.7227926078,16,2265,"6-4 3-6 6-3 6-3",5,"R128",124,13,4,0.701030927835051,97,68,57,18,18,2,3,24,2,0.647619047619048,105,68,48,20,19,0,4,8,NA,NA,NA,0,0,NA
"376","John Isner",2018-02-13,"Radu Albot","2018-0424","New York","Hard",32,"A",2018-02-11,291,105430,"R",NA,"MDA",28.2546201232,91,608,104545,"R",206,"USA",32.7994524298,18,2230,"7-6(5) 3-6 6-3",3,"R16",125,1,3,0.686868686868687,99,68,46,20,15,4,6,28,2,0.733333333333333,90,66,55,9,15,3,5,18,NA,NA,NA,-0.0666666666666667,-0.0666666666666667,NA
"377","John Isner",2018-02-21,"Peter Gojowczyk","2018-0499","Delray Beach","Hard",32,"A",2018-02-18,292,105376,"R",185,"GER",28.5995893224,64,821,104545,"R",206,"USA",32.8186173854,18,2205,"7-6(3) 6-7(4) 7-6(5)",3,"R16",151,6,5,0.467741935483871,124,58,49,41,18,3,3,30,1,0.695652173913043,115,80,67,20,18,1,1,23,NA,NA,NA,-1.66666666666667,-1.66666666666667,NA
"378","John Isner",2018-02-25,"Ryan Harrison","2018-M004","Acapulco","Hard",32,"A",2018-02-25,273,105992,"R",183,"USA",25.8069815195,60,875,104545,"R",206,"USA",32.8377823409,19,2205,"6-3 7-6(5)",3,"R32",86,8,2,0.583333333333333,72,42,34,20,11,7,8,17,0,0.65,60,39,30,13,10,2,4,4,NA,NA,NA,NA,NA,NA
"379","John Isner",2018-03-05,"Gael Monfils","2018-M006","Indian Wells Masters","Hard",128,"M",2018-03-04,241,104792,"R",193,"FRA",31.5071868583,42,1220,104545,"R",206,"USA",32.8569472964,18,2205,"6-7(5) 7-6(3) 7-5",3,"R64",155,8,5,0.669421487603306,121,81,62,24,18,7,7,15,3,0.635514018691589,107,68,55,23,18,2,3,36,NA,NA,NA,NA,NA,NA
"380","John Isner",2018-04-11,"Steve Johnson","2018-0717","Houston","Clay",32,"A",2018-04-08,297,105449,"R",188,"USA",28.2902121834,51,975,104545,"R",206,"USA",32.9527720739,9,3125,"7-6(4) 4-6 7-6(5)",3,"QF",156,7,0,0.675925925925926,108,73,58,24,17,4,5,28,4,0.663461538461538,104,69,62,18,17,2,2,24,NA,NA,NA,NA,NA,NA
"381","John Isner",2018-05-11,"Alexander Zverev","2018-M021","Madrid Masters","Clay",64,"M",2018-05-06,294,100644,"R",198,"GER",21.0458590007,3,5195,104545,"R",206,"USA",33.029431896,9,3125,"6-4 7-5",3,"QF",78,5,0,0.686274509803922,51,35,29,16,11,0,0,9,0,0.857142857142857,77,66,43,4,11,5,7,49,NA,NA,NA,NA,NA,NA
"382","John Isner",2018-05-16,"Albert Ramos","2018-M009","Rome Masters","Clay",64,"M",2018-05-13,278,105077,"L",188,"ESP",30.3216974675,41,1180,104545,"R",206,"USA",33.0485968515,9,3305,"6-7(5) 7-6(2) 7-6(5)",3,"R32",172,4,1,0.714285714285714,119,85,64,23,18,1,2,30,4,0.645669291338583,127,82,66,24,18,5,6,33,NA,NA,NA,0,0,NA
"383","John Isner",2018-05-23,"Cameron Norrie","2018-7694","Lyon","Clay",32,"A",2018-05-20,294,111815,"L",NA,"GBR",22.7433264887,102,599,104545,"R",206,"USA",33.067761807,10,2955,"7-6(1) 6-4",3,"QF",85,4,2,0.702380952380952,84,59,44,13,11,4,4,10,2,0.765625,64,49,40,5,11,0,1,21,NA,NA,NA,0.333333333333333,0.333333333333333,NA
"384","John Isner",2018-06-03,"Juan Martin Del Potro","2018-520","Roland Garros","Clay",128,"G",2018-05-27,215,105223,"R",198,"ARG",29.6755646817,6,4450,104545,"R",206,"USA",33.0869267625,10,2980,"6-4 6-4 6-4",5,"R16",119,6,1,0.648351648351648,91,59,45,20,0,2,2,12,4,0.64367816091954,87,56,41,14,0,4,7,116,NA,NA,NA,-0.3,-0.3,NA
"385","John Isner",2018-07-13,"Kevin Anderson","2018-540","Wimbledon","Grass",128,"G",2018-07-01,224,104731,"R",203,"RSA",32.1232032854,8,3635,104545,"R",206,"USA",33.18275154,10,3045,"7-6(6) 6-7(5) 6-7(9) 6-4 26-24",5,"SF",396,49,4,0.712230215827338,278,198,166,47,49,3,5,53,6,0.74914089347079,291,218,171,35,50,7,11,125,0.454545454545455,NA,0.454545454545455,NA,NA,NA
"386","John Isner",2018-07-31,"Noah Rubin","2018-M035","Washington","Hard",64,"A",2018-07-29,270,111511,"R",NA,"USA",22.4366872005,152,373,104545,"R",206,"USA",33.2594113621,9,3490,"6-4 7-6(6)",3,"R32",99,7,2,0.61038961038961,77,47,34,22,11,7,8,9,5,0.547945205479452,73,40,32,16,11,3,5,17,NA,NA,NA,-1.5,-1.5,NA
"387","John Isner",2018-08-09,"Karen Khachanov","2018-0421","Canada Masters","Hard",64,"M",2018-08-05,290,111575,"R",NA,"RUS",22.2094455852,38,1175,104545,"R",206,"USA",33.2785763176,9,3490,"7-6(5) 7-6(1)",3,"R16",89,15,5,0.652173913043478,69,45,42,16,12,1,1,19,4,0.6625,80,53,43,14,12,4,4,45,NA,NA,NA,NA,NA,NA
"388","John Isner",2018-08-14,"Sam Querrey","2018-M024","Cincinnati Masters","Hard",64,"M",2018-08-12,257,105023,"R",198,"USA",30.8501026694,34,1225,104545,"R",206,"USA",33.2977412731,9,3570,"6-4 6-7(5) 7-6(5)",3,"R64",127,26,3,0.605263157894737,114,69,60,23,17,2,3,38,2,0.686868686868687,99,68,56,22,17,2,4,15,NA,NA,NA,0,0,NA
"389","John Isner",2018-09-04,"Juan Martin Del Potro","2018-560","Us Open","Hard",128,"G",2018-08-26,221,105223,"R",198,"ARG",29.9247091034,3,5500,104545,"R",206,"USA",33.3360711841,11,3200,"6-7(5) 6-3 7-6(4) 6-2",5,"QF",211,14,4,0.628099173553719,121,76,68,29,22,3,3,26,4,0.613793103448276,145,89,63,31,21,8,11,122,NA,NA,NA,NA,NA,NA
"390","John Millman",2017-07-02,"Rafael Nadal","2017-540","Wimbledon","Grass",128,"G",2017-07-02,116,104745,"L",185,"ESP",31.0828199863,2,7285,105357,"R",183,"AUS",28.052019165,137,414,"6-1 6-3 6-2",5,"R128",105,5,0,0.671428571428571,70,47,36,12,0,2,4,5,2,0.569620253164557,79,45,22,14,0,5,13,17,NA,NA,NA,NA,NA,NA
"391","John Millman",2018-03-20,"Kei Nishikori","2018-M007","Miami Masters","Hard",128,"M",2018-03-18,252,105453,"R",178,"JPN",28.219028063,33,1415,105357,"R",183,"AUS",28.7611225188,96,613,"7-6(4) 4-6 6-3",3,"R64",171,3,8,0.538461538461538,117,63,41,32,16,9,12,9,5,0.613445378151261,119,73,48,23,15,8,11,47,0,0,NA,NA,NA,NA
